client_ip,host,user_agent,request_count,first_seen_utc,last_seen_utc,high_signal_count,likely_false_positive_count,manual_review_count,distinct_methods,source_identity_boundary
100.121.255.186,d7677a9.hu,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0,1,2025-08-15T06:27:24+00:00,2025-08-15T06:27:24+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.122.12.188,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T01:03:44+00:00,2025-08-25T01:03:44+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.123.246.94,d7677a9.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",1,2025-08-14T13:16:41+00:00,2025-08-14T13:16:41+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.123.77.112,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T21:32:31+00:00,2025-08-25T21:32:31+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.124.12.173,dd792cd.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",1,2025-08-09T00:53:46+00:00,2025-08-09T00:53:46+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.124.12.173,dd792cd.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",1,2025-08-09T09:47:06+00:00,2025-08-09T09:47:06+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.124.12.173,df7754e.hu,"Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53",1,2025-08-16T22:11:04+00:00,2025-08-16T22:11:04+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.124.135.171,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T11:42:10+00:00,2025-08-25T11:42:10+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.125.118.4,d7677a9.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Avast/131.0.0.0",1,2025-08-09T01:20:13+00:00,2025-08-09T01:20:13+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.125.169.196,dd792cd.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/538.46 (KHTML, like Gecko) Version/8.0 Safari/538.46",1,2025-08-20T02:00:37+00:00,2025-08-20T02:00:37+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.125.177.171,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T11:41:58+00:00,2025-08-25T11:41:58+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.125.72.165,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T11:47:56+00:00,2025-08-25T11:47:56+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.126.1.238,d955440.hu,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,1,2025-07-30T03:41:39+00:00,2025-07-30T03:41:39+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.126.1.238,d955440.hu,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,1,2025-07-30T03:41:40+00:00,2025-07-30T03:41:40+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.126.137.189,df7754e.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",1,2025-08-17T11:11:27+00:00,2025-08-17T11:11:27+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.126.137.189,df7754e.hu,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",1,2025-08-17T05:48:48+00:00,2025-08-17T05:48:48+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.126.251.17,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T01:03:40+00:00,2025-08-25T01:03:40+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.127.166.135,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T01:03:50+00:00,2025-08-25T01:03:50+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.127.244.61,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T11:43:16+00:00,2025-08-25T11:43:16+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.127.81.159,dd792cd.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",1,2025-08-10T15:03:52+00:00,2025-08-10T15:03:52+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.127.96.185,d32e4c4.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",1,2025-08-04T05:12:06+00:00,2025-08-04T05:12:06+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.127.96.185,d32e4c4.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 CCleaner/130.0.0.0",1,2025-07-28T06:12:09+00:00,2025-07-28T06:12:09+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.64.120.148,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",1,2025-07-30T03:25:07+00:00,2025-07-30T03:25:07+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.64.148.27,d81f6e0.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7; rv:126.0) Gecko/20100101 Firefox/126.0,1,2025-07-30T03:41:51+00:00,2025-07-30T03:41:51+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.64.148.27,d81f6e0.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14.3) AppleWebKit/614.31.14 (KHTML, like Gecko) Version/17.0.96 Safari/614.31.14",1,2025-07-30T03:41:55+00:00,2025-07-30T03:41:55+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.64.232.36,d7677a9.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4",1,2025-08-20T04:35:16+00:00,2025-08-20T04:35:16+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.64.232.36,dd792cd.hu,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1,2025-08-10T05:18:48+00:00,2025-08-10T05:18:48+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.64.232.36,dd792cd.hu,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1,2025-08-09T00:29:04+00:00,2025-08-09T00:29:04+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.64.233.29,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T13:43:56+00:00,2025-08-25T13:43:56+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.66.106.180,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T11:43:28+00:00,2025-08-25T11:43:28+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.66.53.175,d7677a9.hu,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; InfoPath.3),1,2025-08-20T19:42:11+00:00,2025-08-20T19:42:11+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.66.53.175,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T18:35:03+00:00,2025-08-25T18:35:03+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.66.58.183,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T11:43:22+00:00,2025-08-25T11:43:22+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.66.92.80,d7677a9.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7; rv:125.0.1) Gecko/20100101 Firefox/125.0.1,1,2025-07-30T03:40:58+00:00,2025-07-30T03:40:58+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.67.142.137,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T08:10:09+00:00,2025-08-25T08:10:09+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.67.210.177,df7754e.hu,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",1,2025-08-18T02:12:50+00:00,2025-08-18T02:12:50+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.67.5.26,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T12:10:05+00:00,2025-08-25T12:10:05+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.69.0.170,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T11:47:21+00:00,2025-08-25T11:47:21+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.69.168.12,d7677a9.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",1,2025-08-22T18:12:23+00:00,2025-08-22T18:12:23+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.70.124.27,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T18:34:58+00:00,2025-08-25T18:34:58+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.70.206.9,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T01:03:55+00:00,2025-08-25T01:03:55+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.71.149.199,d32e4c4.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 CCleaner/130.0.0.0",1,2025-07-28T14:22:57+00:00,2025-07-28T14:22:57+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.71.150.50,d7677a9.hu,Mozilla/5.0 (Windows NT 10.0; Win64; x64; Trident/7.0; rv:11.0) like Gecko,1,2025-08-23T16:29:19+00:00,2025-08-23T16:29:19+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.72.102.15,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T12:10:13+00:00,2025-08-25T12:10:13+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.72.179.174,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T13:42:50+00:00,2025-08-25T13:42:50+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.72.216.53,df7754e.hu,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",1,2025-08-22T05:01:37+00:00,2025-08-22T05:01:37+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.72.24.43,d7677a9.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Avast/131.0.0.0",1,2025-08-10T11:23:26+00:00,2025-08-10T11:23:26+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.73.146.31,d7677a9.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,1,2025-08-16T01:26:14+00:00,2025-08-16T01:26:14+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.73.179.99,d7677a9.hu,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36",1,2025-08-16T05:30:32+00:00,2025-08-16T05:30:32+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.73.179.99,df7754e.hu,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0,1,2025-08-19T09:27:58+00:00,2025-08-19T09:27:58+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.73.30.65,da929f8.hu,"Mozilla/5.0 (Windows NT 11.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,2025-07-27T00:31:10+00:00,2025-07-27T00:31:10+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.74.10.36,d7677a9.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",1,2025-08-21T13:27:31+00:00,2025-08-21T13:27:31+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.74.207.19,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T08:10:05+00:00,2025-08-25T08:10:05+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.75.172.254,df7754e.hu,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1,2025-08-17T06:26:57+00:00,2025-08-17T06:26:57+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.75.172.254,df7754e.hu,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",1,2025-08-17T23:32:35+00:00,2025-08-17T23:32:35+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.75.23.44,dd792cd.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",1,2025-07-26T22:24:34+00:00,2025-07-26T22:24:34+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.76.134.33,d3bf96a.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",1,2025-08-11T22:45:18+00:00,2025-08-11T22:45:18+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.76.202.189,d7677a9.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14.5) AppleWebKit/618.3.5 (KHTML, like Gecko) Version/17.4 Safari/618.3.5",1,2025-07-30T03:24:56+00:00,2025-07-30T03:24:56+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.76.57.16,df7754e.hu,Mozilla/5.0 (Windows NT 5.1; rv:30.0) Gecko/20100101 Firefox/30.0,1,2025-08-18T01:52:52+00:00,2025-08-18T01:52:52+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.77.36.39,dd792cd.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",1,2025-08-13T19:31:20+00:00,2025-08-13T19:31:20+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.77.36.39,dd792cd.hu,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1,2025-08-08T03:18:41+00:00,2025-08-08T03:18:41+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.77.36.39,df7754e.hu,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,1,2025-08-17T05:23:55+00:00,2025-08-17T05:23:55+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.77.36.39,df7754e.hu,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36",1,2025-08-17T18:40:33+00:00,2025-08-17T18:40:33+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.78.25.102,d7677a9.hu,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",1,2025-08-23T03:50:51+00:00,2025-08-23T03:50:51+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.79.184.115,dd792cd.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14.3) AppleWebKit/614.31.14 (KHTML, like Gecko) Version/17.0.96 Safari/614.31.14",1,2025-07-30T03:26:20+00:00,2025-07-30T03:26:20+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.79.184.115,dd792cd.hu,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,1,2025-07-30T03:26:20+00:00,2025-07-30T03:26:20+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.80.250.71,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T09:50:35+00:00,2025-08-25T09:50:35+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.81.217.215,df7754e.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",1,2025-08-17T22:16:15+00:00,2025-08-17T22:16:15+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.81.220.68,d7677a9.hu,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,1,2025-08-13T18:39:51+00:00,2025-08-13T18:39:51+00:00,0,1,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.81.251.111,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T19:09:11+00:00,2025-08-25T19:09:11+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.81.47.196,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T01:03:31+00:00,2025-08-25T01:03:31+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.81.71.29,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T12:10:09+00:00,2025-08-25T12:10:09+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.83.215.34,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T01:03:22+00:00,2025-08-25T01:03:22+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.83.248.182,d32e4c4.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 CCleaner/130.0.0.0",1,2025-07-30T08:49:29+00:00,2025-07-30T08:49:29+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.84.61.195,dd792cd.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1,2025-08-25T18:34:33+00:00,2025-08-25T18:34:33+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (CentOS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",1,2025-08-16T10:54:35+00:00,2025-08-16T10:54:35+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (CentOS; Linux i686; rv:120.0) Gecko/20100101 Firefox/120.0,1,2025-08-16T23:38:29+00:00,2025-08-16T23:38:29+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Debian; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,2025-08-16T10:44:38+00:00,2025-08-16T10:44:38+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Fedora; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",1,2025-08-16T12:33:46+00:00,2025-08-16T12:33:46+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Fedora; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",1,2025-08-16T12:37:35+00:00,2025-08-16T12:37:35+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Fedora; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0,1,2025-08-16T12:33:34+00:00,2025-08-16T12:33:34+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Knoppix; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",1,2025-08-16T15:56:15+00:00,2025-08-16T15:56:15+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Knoppix; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",1,2025-08-16T20:42:16+00:00,2025-08-16T20:42:16+00:00,0,0,1,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
